Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Parental_Involvement_label,Access_to_Resources_label,Motivation_Level_label,Family_Income_label,Teacher_Quality_label,Distance_from_Home_label,Parental_Education_Level_label,Peer_Influence_label,Extracurricular_Activities_label,Internet_Access_label,Learning_Disabilities_label,School_Type_label,Gender_label,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male
23,91,3,1,7,97,1,2,1,2.0,2,3,2.0,2.0,C,High,Low,Low,Low,Medium,Moderate,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,89,2,2,7,54,2,1,3,2.0,3,3,1.0,1.0,D,Medium,Medium,Medium,High,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
7,64,3,3,6,81,2,2,1,1.0,3,3,3.0,2.0,D,High,High,Medium,Low,Low,Moderate,Postgraduate,Positive,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
24,92,2,2,5,55,2,1,2,2.0,2,4,2.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,College,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
25,81,3,1,9,81,1,2,1,2.0,2,3,1.0,1.0,D,High,Low,Low,Low,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,86,2,2,9,86,3,2,2,2.0,2,3,3.0,1.0,C,Medium,Medium,High,Medium,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
32,86,2,2,5,68,1,1,2,2.0,1,4,1.0,2.0,C,Medium,Medium,Low,Medium,Medium,Moderate,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,68,3,2,9,57,2,2,2,1.0,2,3,1.0,2.0,D,High,Medium,Medium,Medium,Low,Moderate,High School,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
14,61,1,3,10,62,2,0,3,2.0,1,4,2.0,2.0,D,Low,High,Medium,High,Medium,Moderate,College,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
29,77,2,2,9,84,2,0,1,3.0,2,3,2.0,1.0,D,Medium,Medium,Medium,Low,High,Near,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
32,83,2,2,9,74,2,3,1,2.0,2,3,2.0,2.0,C,Medium,Medium,Medium,Low,Medium,Moderate,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,95,1,1,8,77,2,1,3,3.0,3,2,1.0,1.0,D,Low,Low,Medium,High,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
26,97,3,1,6,66,2,2,2,2.0,3,1,2.0,1.0,C,High,Low,Medium,Medium,Medium,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
28,81,2,3,8,92,2,1,3,2.0,3,3,2.0,1.0,C,Medium,High,Medium,High,Medium,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,90,2,2,5,100,2,1,1,2.0,3,3,1.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,High School,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
17,78,3,2,6,66,2,2,1,2.0,3,4,2.0,2.0,D,High,Medium,Medium,Low,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
27,90,2,3,7,86,3,2,2,2.0,3,3,2.0,2.0,C,Medium,High,High,Medium,Medium,Moderate,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
30,68,2,3,7,59,2,3,1,2.0,3,3,2.0,2.0,D,Medium,High,Medium,Low,Medium,Moderate,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,75,3,2,8,87,1,1,2,3.0,3,2,2.0,1.0,D,High,Medium,Low,Medium,High,Near,College,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
32,61,3,3,7,80,2,0,1,2.0,3,4,2.0,2.0,D,High,High,Medium,Low,Medium,Moderate,College,Positive,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
17,89,1,3,8,62,2,1,1,3.0,3,1,1.0,2.0,D,Low,High,Medium,Low,High,Moderate,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
18,93,1,1,8,93,2,3,1,3.0,1,3,3.0,2.0,D,Low,Low,Medium,Low,High,Moderate,Postgraduate,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,76,2,2,8,59,2,1,1,2.0,3,2,2.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,91,2,2,8,64,2,1,1,3.0,3,3,1.0,2.0,D,Medium,Medium,Medium,Low,High,Moderate,High School,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
23,72,2,2,7,78,2,1,1,2.0,2,3,1.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,High School,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
20,73,2,1,8,93,3,1,1,3.0,1,4,1.0,3.0,D,Medium,Low,High,Low,High,Far,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,87,2,2,8,79,3,2,1,3.0,2,2,3.0,1.0,C,Medium,Medium,High,Low,High,Near,Postgraduate,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
5,83,2,2,7,61,2,2,1,2.0,1,4,1.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
18,66,1,2,6,93,2,1,1,2.0,2,3,2.0,1.0,D,Low,Medium,Medium,Low,Medium,Near,College,Neutral,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
21,72,2,3,9,80,1,1,2,2.0,2,3,1.0,1.0,D,Medium,High,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
13,96,2,3,8,62,2,0,3,2.0,2,2,3.0,1.0,D,Medium,High,Medium,High,Medium,Near,Postgraduate,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
22,88,3,3,10,78,2,0,2,3.0,3,2,1.0,2.0,C,High,High,Medium,Medium,High,Moderate,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
19,99,3,2,8,84,3,0,3,2.0,3,4,1.0,1.0,C,High,Medium,High,High,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
31,91,3,2,8,84,1,2,1,2.0,1,2,1.0,1.0,C,High,Medium,Low,Low,Medium,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
29,98,2,3,5,86,1,2,2,2.0,1,4,1.0,3.0,C,Medium,High,Low,Medium,Medium,Far,High School,Negative,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
17,69,1,3,7,95,2,1,1,3.0,3,2,1.0,2.0,D,Low,High,Medium,Low,High,Moderate,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
19,91,1,3,7,91,2,1,3,3.0,2,3,1.0,1.0,C,Low,High,Medium,High,High,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
20,61,3,2,8,80,2,1,1,3.0,3,3,1.0,1.0,D,High,Medium,Medium,Low,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,87,2,2,8,52,1,1,2,2.0,3,5,2.0,1.0,D,Medium,Medium,Low,Medium,Medium,Near,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
21,79,2,3,8,87,2,1,1,3.0,2,2,3.0,2.0,D,Medium,High,Medium,Low,High,Moderate,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,74,1,3,10,99,1,0,1,2.0,2,3,2.0,2.0,D,Low,High,Low,Low,Medium,Moderate,College,Neutral,No,No,No,Private,Male,True,False,True,False,True,False,True,False,False,True
13,94,1,3,6,65,3,2,2,2.0,2,2,3.0,2.0,D,Low,High,High,Medium,Medium,Moderate,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,94,3,1,8,80,3,1,1,2.0,2,4,1.0,1.0,C,High,Low,High,Low,Medium,Near,High School,Neutral,Yes,No,No,Public,Female,False,True,True,False,True,False,False,True,True,False
24,61,2,2,8,88,1,1,1,2.0,3,4,1.0,2.0,D,Medium,Medium,Low,Low,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
15,84,2,2,10,82,2,1,3,1.0,1,2,1.0,1.0,D,Medium,Medium,Medium,High,Low,Near,High School,Negative,No,Yes,Yes,Private,Male,True,False,False,True,False,True,True,False,False,True
25,75,1,3,8,96,3,1,1,2.0,2,0,2.0,1.0,D,Low,High,High,Low,Medium,Near,College,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
16,77,2,3,8,74,2,0,3,1.0,2,2,2.0,2.0,D,Medium,High,Medium,High,Low,Moderate,College,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
25,72,2,2,8,52,1,0,2,2.0,3,2,3.0,1.0,D,Medium,Medium,Low,Medium,Medium,Near,Postgraduate,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
20,98,3,1,9,95,1,1,1,2.0,3,2,1.0,2.0,C,High,Low,Low,Low,Medium,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
23,67,2,2,6,63,3,3,1,3.0,2,3,1.0,1.0,D,Medium,Medium,High,Low,High,Near,High School,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
17,87,2,2,6,99,2,2,1,2.0,2,2,3.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,Postgraduate,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
19,87,3,3,10,60,3,2,2,1.0,3,3,1.0,2.0,D,High,High,High,Medium,Low,Moderate,High School,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
19,70,3,3,4,63,2,1,1,2.0,2,3,2.0,3.0,D,High,High,Medium,Low,Medium,Far,College,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
16,73,2,2,7,74,1,1,1,3.0,3,3,1.0,2.0,D,Medium,Medium,Low,Low,High,Moderate,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
19,93,1,2,7,83,2,1,2,2.0,3,3,1.0,1.0,D,Low,Medium,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
11,90,2,2,7,72,3,3,2,2.0,1,3,1.0,1.0,D,Medium,Medium,High,Medium,Medium,Near,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
17,73,1,2,9,68,1,2,2,2.0,3,3,2.0,1.0,D,Low,Medium,Low,Medium,Medium,Near,College,Positive,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
18,81,1,3,8,77,1,1,2,3.0,3,3,2.0,2.0,D,Low,High,Low,Medium,High,Moderate,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
18,62,2,3,6,98,1,3,2,2.0,2,1,2.0,1.0,D,Medium,High,Low,Medium,Medium,Near,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
19,68,2,2,6,98,1,2,1,2.0,3,1,1.0,2.0,D,Medium,Medium,Low,Low,Medium,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
20,79,3,2,7,66,1,3,3,2.0,1,3,2.0,1.0,D,High,Medium,Low,High,Medium,Near,College,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
23,63,1,2,9,84,3,0,3,2.0,2,3,1.0,1.0,D,Low,Medium,High,High,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
25,94,3,2,7,86,1,2,1,2.0,1,4,2.0,2.0,C,High,Medium,Low,Low,Medium,Moderate,College,Negative,No,No,No,Private,Male,True,False,True,False,True,False,True,False,False,True
16,89,3,2,7,83,3,0,1,3.0,3,4,3.0,2.0,C,High,Medium,High,Low,High,Moderate,Postgraduate,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
13,98,3,1,6,56,2,1,3,1.0,1,3,2.0,2.0,D,High,Low,Medium,High,Low,Moderate,College,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
14,88,3,3,8,77,2,2,2,2.0,3,3,2.0,3.0,D,High,High,Medium,Medium,Medium,Far,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,98,3,2,7,88,2,2,1,3.0,1,4,1.0,3.0,C,High,Medium,Medium,Low,High,Far,High School,Negative,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
15,84,2,1,9,67,2,1,2,3.0,1,3,2.0,2.0,D,Medium,Low,Medium,Medium,High,Moderate,College,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
12,99,2,3,10,60,2,0,1,1.0,1,1,1.0,2.0,D,Medium,High,Medium,Low,Low,Moderate,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,86,3,3,7,94,2,2,2,2.0,2,3,1.0,2.0,C,High,High,Medium,Medium,Medium,Moderate,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,61,2,1,7,93,1,1,1,3.0,1,5,1.0,1.0,D,Medium,Low,Low,Low,High,Near,High School,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
18,92,2,2,8,68,1,2,3,3.0,3,3,1.0,1.0,C,Medium,Medium,Low,High,High,Near,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
14,83,3,2,7,84,2,1,1,2.0,2,3,1.0,1.0,D,High,Medium,Medium,Low,Medium,Near,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
20,87,1,3,6,75,2,0,1,2.0,3,3,3.0,1.0,D,Low,High,Medium,Low,Medium,Near,Postgraduate,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
15,100,2,1,10,74,2,2,2,2.0,1,5,1.0,3.0,D,Medium,Low,Medium,Medium,Medium,Far,High School,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,64,2,2,8,94,1,2,2,2.0,3,5,1.0,2.0,D,Medium,Medium,Low,Medium,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
9,87,3,2,6,82,2,0,1,2.0,1,3,2.0,1.0,D,High,Medium,Medium,Low,Medium,Near,College,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
18,71,1,2,8,62,2,3,3,3.0,3,2,2.0,1.0,D,Low,Medium,Medium,High,High,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,86,3,2,7,56,2,1,3,2.0,3,4,1.0,2.0,D,High,Medium,Medium,High,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
21,84,1,2,7,97,2,2,1,1.0,2,4,1.0,2.0,D,Low,Medium,Medium,Low,Low,Moderate,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
36,66,1,3,8,58,3,1,2,2.0,3,3,2.0,3.0,D,Low,High,High,Medium,Medium,Far,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,68,2,2,4,87,3,2,2,2.0,2,3,3.0,3.0,D,Medium,Medium,High,Medium,Medium,Far,Postgraduate,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
14,85,2,2,4,75,3,2,3,2.0,1,1,1.0,3.0,D,Medium,Medium,High,High,Medium,Far,High School,Negative,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
19,65,2,2,9,57,1,1,2,2.0,3,2,1.0,1.0,D,Medium,Medium,Low,Medium,Medium,Near,High School,Positive,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
9,71,1,3,7,89,2,0,1,2.0,1,2,1.0,1.0,D,Low,High,Medium,Low,Medium,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,93,2,2,6,95,1,1,2,3.0,1,4,2.0,2.0,C,Medium,Medium,Low,Medium,High,Moderate,College,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,73,2,3,5,56,2,1,2,2.0,3,2,3.0,1.0,D,Medium,High,Medium,Medium,Medium,Near,Postgraduate,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
25,80,3,1,7,53,2,1,2,2.0,2,3,2.0,2.0,D,High,Low,Medium,Medium,Medium,Moderate,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
17,98,1,2,7,92,2,0,3,2.0,3,0,2.0,1.0,D,Low,Medium,Medium,High,Medium,Near,College,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
19,69,2,1,9,75,2,2,2,1.0,1,5,1.0,2.0,D,Medium,Low,Medium,Medium,Low,Moderate,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,76,2,2,8,84,3,1,3,3.0,2,4,1.0,1.0,D,Medium,Medium,High,High,High,Near,High School,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
30,84,3,2,7,72,2,3,2,2.0,3,2,1.0,1.0,C,High,Medium,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
18,90,3,3,8,71,3,0,1,2.0,2,3,1.0,1.0,D,High,High,High,Low,Medium,Near,High School,Neutral,No,No,No,Public,Female,True,False,True,False,True,False,False,True,True,False
31,96,3,3,9,65,3,0,1,2.0,3,2,1.0,3.0,C,High,High,High,Low,Medium,Far,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
25,97,1,2,8,78,2,0,2,2.0,2,3,1.0,1.0,C,Low,Medium,Medium,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,91,3,1,8,58,2,0,2,2.0,3,2,1.0,3.0,D,High,Low,Medium,Medium,Medium,Far,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,69,3,3,7,86,1,1,3,2.0,3,4,1.0,2.0,D,High,High,Low,High,Medium,Moderate,High School,Positive,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
22,61,3,2,6,77,1,1,2,2.0,3,4,3.0,2.0,D,High,Medium,Low,Medium,Medium,Moderate,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
18,66,3,2,5,96,2,0,1,2.0,2,5,1.0,2.0,D,High,Medium,Medium,Low,Medium,Moderate,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
25,88,2,2,8,95,1,1,3,3.0,2,4,1.0,1.0,C,Medium,Medium,Low,High,High,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
20,86,2,2,8,80,3,2,2,2.0,2,2,2.0,1.0,C,Medium,Medium,High,Medium,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
12,62,2,2,9,66,2,1,1,2.0,2,2,2.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,College,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
20,93,2,2,8,68,2,1,1,1.0,2,3,1.0,2.0,D,Medium,Medium,Medium,Low,Low,Moderate,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
30,70,2,3,9,83,2,1,3,2.0,2,2,3.0,1.0,C,Medium,High,Medium,High,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
27,77,2,2,7,86,1,1,3,2.0,2,3,1.0,2.0,D,Medium,Medium,Low,High,Medium,Moderate,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,87,3,2,8,58,1,2,1,2.0,1,2,3.0,1.0,D,High,Medium,Low,Low,Medium,Near,Postgraduate,Negative,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
26,77,2,2,5,100,1,1,1,3.0,3,5,1.0,1.0,C,Medium,Medium,Low,Low,High,Near,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
18,78,2,3,7,55,3,0,3,2.0,1,3,1.0,1.0,D,Medium,High,High,High,Medium,Near,High School,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
10,63,2,2,4,80,2,0,1,2.0,3,3,2.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
14,76,3,1,7,77,1,2,3,2.0,3,4,2.0,1.0,D,High,Low,Low,High,Medium,Near,College,Positive,No,No,No,Public,Male,True,False,True,False,True,False,False,True,False,True
29,91,2,2,9,80,1,0,1,3.0,1,4,1.0,1.0,C,Medium,Medium,Low,Low,High,Near,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
19,77,3,1,8,53,2,1,1,2.0,3,3,1.0,1.0,D,High,Low,Medium,Low,Medium,Near,High School,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
18,77,1,2,7,100,2,2,3,3.0,3,3,1.0,1.0,D,Low,Medium,Medium,High,High,Near,High School,Positive,No,Yes,Yes,Private,Male,True,False,False,True,False,True,True,False,False,True
31,88,1,2,6,99,1,2,3,1.0,1,3,3.0,1.0,C,Low,Medium,Low,High,Low,Near,Postgraduate,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
30,98,2,3,7,76,3,1,1,2.0,2,3,2.0,1.0,C,Medium,High,High,Low,Medium,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
33,71,2,1,9,60,2,0,2,2.0,3,4,1.0,1.0,D,Medium,Low,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
19,78,1,3,8,59,2,2,3,2.0,3,1,1.0,1.0,D,Low,High,Medium,High,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,84,3,2,5,81,1,1,1,2.0,1,3,1.0,2.0,D,High,Medium,Low,Low,Medium,Moderate,High School,Negative,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
29,64,2,3,7,74,2,0,3,2.0,3,2,3.0,1.0,D,Medium,High,Medium,High,Medium,Near,Postgraduate,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
13,85,1,3,6,71,2,1,1,2.0,3,3,1.0,1.0,D,Low,High,Medium,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
21,67,3,2,7,76,2,1,2,3.0,2,2,1.0,1.0,D,High,Medium,Medium,Medium,High,Near,High School,Neutral,Yes,Yes,Yes,Private,Male,False,True,False,True,False,True,True,False,False,True
13,80,2,2,5,94,3,1,2,2.0,3,3,1.0,1.0,D,Medium,Medium,High,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
16,81,2,3,9,54,2,3,2,3.0,1,3,3.0,2.0,D,Medium,High,Medium,Medium,High,Moderate,Postgraduate,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
15,95,2,2,7,77,3,0,1,2.0,2,3,1.0,1.0,D,Medium,Medium,High,Low,Medium,Near,High School,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
17,69,3,2,7,87,1,2,1,2.0,2,3,2.0,1.0,D,High,Medium,Low,Low,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
25,95,2,2,7,77,3,0,1,3.0,2,3,3.0,1.0,C,Medium,Medium,High,Low,High,Near,Postgraduate,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
13,67,2,3,6,88,2,0,1,2.0,2,3,2.0,2.0,D,Medium,High,Medium,Low,Medium,Moderate,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
21,77,3,1,7,100,1,2,3,3.0,3,4,2.0,1.0,C,High,Low,Low,High,High,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
27,67,3,3,9,94,3,0,3,1.0,3,2,2.0,1.0,C,High,High,High,High,Low,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
17,91,1,2,4,54,3,3,1,2.0,2,4,2.0,2.0,D,Low,Medium,High,Low,Medium,Moderate,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,79,3,2,7,79,3,2,3,3.0,3,2,1.0,2.0,D,High,Medium,High,High,High,Moderate,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
19,74,2,1,6,89,2,0,3,2.0,2,2,1.0,2.0,D,Medium,Low,Medium,High,Medium,Moderate,High School,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
27,74,2,3,9,84,1,3,3,2.0,1,3,2.0,1.0,C,Medium,High,Low,High,Medium,Near,College,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
21,94,2,2,7,71,1,1,1,3.0,2,2,3.0,1.0,D,Medium,Medium,Low,Low,High,Near,Postgraduate,Neutral,No,No,No,Private,Male,True,False,True,False,True,False,True,False,False,True
17,82,2,2,5,66,2,1,2,1.0,3,3,1.0,1.0,D,Medium,Medium,Medium,Medium,Low,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
23,89,1,3,7,81,2,2,1,3.0,2,2,3.0,2.0,C,Low,High,Medium,Low,High,Moderate,Postgraduate,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
13,96,2,3,8,71,1,1,2,1.0,3,3,1.0,1.0,D,Medium,High,Low,Medium,Low,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
